-196.00 -279.00 777.00
-197.00 -283.00 782.00
-192.00 -283.00 775.00
-197.00 -281.00 782.00
-195.00 -288.00 784.00
-199.00 -288.00 777.00
-200.00 -277.00 781.00
-198.00 -285.00 776.00
-197.00 -288.00 780.00
-199.00 -286.00 779.00
-195.00 -284.00 775.00
-199.00 -279.00 781.00
-192.00 -281.00 781.00
-193.00 -283.00 780.00
-195.00 -283.00 778.00
-197.00 -285.00 779.00
-195.00 -282.00 779.00
-198.00 -284.00 783.00
-198.00 -287.00 780.00
-198.00 -285.00 782.00
-197.00 -284.00 783.00
-195.00 -285.00 777.00
-199.00 -286.00 776.00
-200.00 -282.00 779.00
-196.00 -284.00 778.00
-196.00 -281.00 772.00
-197.00 -287.00 777.00
-183.00 -287.00 785.00
-178.00 -279.00 786.00
-163.00 -272.00 789.00
-150.00 -250.00 790.00
-131.00 -228.00 777.00
-132.00 -219.00 776.00
-156.00 -211.00 793.00
-184.00 -197.00 790.00
-208.00 -193.00 784.00
-227.00 -186.00 775.00
-236.00 -185.00 754.00
-242.00 -182.00 732.00
-236.00 -184.00 711.00
-227.00 -177.00 709.00
-217.00 -171.00 718.00
-210.00 -164.00 718.00
-202.00 -167.00 704.00
-189.00 -167.00 702.00
-166.00 -166.00 711.00
-154.00 -172.00 721.00
-145.00 -173.00 722.00
-140.00 -172.00 736.00
-145.00 -173.00 745.00
-145.00 -185.00 765.00
-149.00 -179.00 774.00
-162.00 -193.00 785.00
-174.00 -190.00 787.00
-185.00 -190.00 794.00
-213.00 -203.00 785.00
-241.00 -205.00 764.00
-246.00 -192.00 754.00
-249.00 -191.00 729.00
-224.00 -185.00 699.00
-198.00 -179.00 690.00
-190.00 -186.00 686.00
-189.00 -183.00 675.00
-215.00 -182.00 695.00
-239.00 -177.00 742.00
-236.00 -183.00 759.00
-223.00 -189.00 775.00
-199.00 -188.00 790.00
-183.00 -186.00 788.00
-167.00 -178.00 777.00
-145.00 -179.00 769.00
-139.00 -175.00 735.00
-149.00 -166.00 722.00
-153.00 -167.00 711.00
-172.00 -169.00 705.00
-192.00 -170.00 716.00
-213.00 -170.00 711.00
-229.00 -170.00 720.00
-233.00 -180.00 739.00
-220.00 -185.00 764.00
-207.00 -178.00 775.00
-163.00 -183.00 780.00
-141.00 -177.00 768.00
-136.00 -191.00 755.00
-120.00 -196.00 742.00
-113.00 -213.00 720.00
-119.00 -233.00 716.00
-119.00 -241.00 708.00
-147.00 -252.00 678.00
-208.00 -265.00 683.00
-213.00 -268.00 680.00
-227.00 -270.00 687.00
-252.00 -270.00 720.00
-256.00 -257.00 756.00
-241.00 -257.00 771.00
-228.00 -253.00 779.00
-205.00 -238.00 798.00
-173.00 -237.00 798.00
-160.00 -226.00 792.00
-142.00 -218.00 776.00
-129.00 -203.00 769.00
-126.00 -200.00 758.00
-143.00 -184.00 767.00
-164.00 -177.00 773.00
-180.00 -186.00 790.00
-183.00 -178.00 777.00
-193.00 -173.00 771.00
-174.00 -160.00 740.00
-151.00 -167.00 744.00
-137.00 -183.00 755.00
-137.00 -178.00 753.00
-142.00 -191.00 769.00
-158.00 -203.00 780.00
-170.00 -186.00 785.00
-179.00 -184.00 782.00
-192.00 -187.00 783.00
-207.00 -202.00 797.00
-225.00 -215.00 787.00
-220.00 -215.00 786.00
-237.00 -204.00 780.00
-253.00 -204.00 741.00
-239.00 -189.00 704.00
-214.00 -186.00 701.00
-199.00 -180.00 693.00
-186.00 -176.00 680.00
-166.00 -197.00 685.00
-144.00 -199.00 686.00
-122.00 -217.00 760.00
-143.00 -221.00 786.00
-157.00 -224.00 795.00
-188.00 -223.00 789.00
-204.00 -213.00 788.00
-213.00 -203.00 786.00
-233.00 -201.00 776.00
-233.00 -184.00 753.00
-224.00 -182.00 732.00
-206.00 -167.00 724.00
-199.00 -165.00 734.00
-192.00 -159.00 717.00
-185.00 -166.00 707.00
-183.00 -174.00 713.00
-160.00 -165.00 715.00
-164.00 -173.00 713.00
-183.00 -168.00 715.00
-203.00 -162.00 751.00
-197.00 -165.00 767.00
-164.00 -180.00 775.00
-156.00 -172.00 772.00
-154.00 -168.00 762.00
-164.00 -171.00 760.00
-156.00 -167.00 761.00
-154.00 -177.00 764.00
-152.00 -181.00 766.00
-162.00 -191.00 788.00
-168.00 -169.00 747.00
-157.00 -169.00 743.00
-144.00 -170.00 747.00
-133.00 -184.00 743.00
-142.00 -174.00 725.00
-131.00 -187.00 740.00
-127.00 -190.00 732.00
-123.00 -199.00 735.00
-123.00 -207.00 763.00
-136.00 -209.00 778.00
-158.00 -201.00 778.00
-174.00 -172.00 777.00
-175.00 -174.00 769.00
-178.00 -188.00 783.00
-177.00 -211.00 793.00
-194.00 -239.00 800.00
-186.00 -267.00 798.00
-190.00 -271.00 796.00
-213.00 -272.00 795.00
-231.00 -262.00 794.00
-248.00 -267.00 759.00
